Title,Rental_Price,Rooms,m2,Province,Municipality,Date
"Piso en calle Falperra, 65, Os Mallos, A Coruña",450€/mes,3 hab.,85 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en plaza de Juan Naya, 12, Monte Alto - Zalaeta - Atocha, A Coruña",850€/mes,3 hab.,90 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en calle Saavedra Meneses, 76, Betanzos",450€/mes,4 hab.,102 m²,a-coruna-provincia,Betanzos,2022-02-22
"Piso en avenida Sexta Pocomaco, Mesoiro, A Coruña",490€/mes,2 hab.,75 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en avenida Fonteculler, Portádego - Vilaboa Norte, Culleredo",420€/mes,3 hab.,80 m²,a-coruna-provincia,Culleredo,2022-02-22
"Piso en calle Pozo, Falperra-Santa Lucía, A Coruña",550€/mes,2 hab.,55 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en calle Emilia Pardo Bazán, Ensanche, A Coruña",1.000€/mes,2 hab.,90 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en calle galera, 47, Ciudad Vieja - Centro, A Coruña",850€/mes,2 hab.,75 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en Francisco Añon, Agra del Orzán - Ventorrillo, A Coruña",480€/mes,2 hab.,85 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en avenida de Arteixo, Os Mallos, A Coruña",650€/mes,2 hab.,80 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en plaza Fabrica de Tabacos, Cuatro Caminos - Plaza de la Cubela, A Coruña",1.500€/mes,3 hab.,91 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en plaza DE SANTA GEMA, 1, Portádego - Vilaboa Norte, Culleredo",650€/mes,4 hab.,125 m²,a-coruna-provincia,Culleredo,2022-02-22
"Piso en calle Cormorán, Liáns, Oleiros",750€/mes,3 hab.,120 m²,a-coruna-provincia,Oleiros,2022-02-22
"Piso en ARQUITECTO REY PEDREIRA, Riazor - Los Rosales, A Coruña",650€/mes,4 hab.,94 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en avenida Sardiñeira, 13, Os Mallos, A Coruña",500€/mes,4 hab.,82 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en calle Orzán, Monte Alto - Zalaeta - Atocha, A Coruña",800€/mes,2 hab.,80 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en calle Javier López López, 8, Eirís, A Coruña",600€/mes,2 hab.,70 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en calle Adelaida Muro, Monte Alto - Zalaeta - Atocha, A Coruña",1.200€/mes,2 hab.,97 m²,a-coruna-provincia,A Coruña,2022-02-22
"Casa rural en Silvalonga, 19, San Sadurniño",550€/mes,2 hab.,60 m²,a-coruna-provincia,San Sadurniño,2022-02-22
"Piso en AV ALC. MANUEL PLATAS VARELA, Oseiro, Arteixo",450€/mes,2 hab.,58 m²,a-coruna-provincia,Arteixo,2022-02-22
"Piso en noya, 65, Os Mallos, A Coruña",650€/mes,3 hab.,96 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en Los Castros - Castrillón, A Coruña",700€/mes,3 hab.,92 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en Angel Rebollo, Monte Alto - Zalaeta - Atocha, A Coruña",550€/mes,2 hab.,75 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en avenida de Arteixo, 112, Vioño, A Coruña",800€/mes,3 hab.,98 m²,a-coruna-provincia,A Coruña,2022-02-22
"Ático en calle Plá y Cancela, 11, Falperra-Santa Lucía, A Coruña",850€/mes,2 hab.,72 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en lg amenal, 27, O Pino",500€/mes,4 hab.,150 m²,a-coruna-provincia,O Pino,2022-02-22
"Piso en ronda de outeiro, 205, Vioño, A Coruña",575€/mes,1 hab.,45 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en Ángel Rebollo, Monte Alto - Zalaeta - Atocha, A Coruña",600€/mes,2 hab.,70 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en MARI LUZ MORALES, 4, Riazor - Los Rosales, A Coruña",450€/mes,2 hab.,60 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en calle inferniño, 9, Porta Nova, Ferrol",500€/mes,3 hab.,80 m²,a-coruna-provincia,Ferrol,2022-02-22
"Piso en Centro, Ferrol",350€/mes,2 hab.,68 m²,a-coruna-provincia,Ferrol,2022-02-22
"Piso en camino De la Iglesia, 36, Los Castros - Castrillón, A Coruña",475€/mes,2 hab.,63 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en Agra del Orzán - Ventorrillo, A Coruña",450€/mes,3 hab.,70 m²,a-coruna-provincia,A Coruña,2022-02-22
"Ático en camino Real da Magdalena, 33, Cedeira",400€/mes,2 hab.,70 m²,a-coruna-provincia,Cedeira,2022-02-22
"Piso en Ciudad Vieja - Centro, A Coruña",790€/mes,3 hab.,113 m²,a-coruna-provincia,A Coruña,2022-02-22
"Casa o chalet independiente en calle Xaviña, 45, Malpica de Bergantiños",1.500€/mes,4 hab.,165 m²,a-coruna-provincia,Malpica de Bergantiños,2022-02-22
"Piso en avenida de Oza, 206, Los Castros - Castrillón, A Coruña",475€/mes,1 hab.,55 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en Perillo, 1, Perillo, Oleiros",700€/mes,3 hab.,150 m²,a-coruna-provincia,Oleiros,2022-02-22
"Piso en plaza roja, 7, Ensanche - Sar, Santiago de Compostela",800€/mes,3 hab.,60 m²,a-coruna-provincia,Santiago de Compostela,2022-02-22
"Piso en KENIA, 4, Perillo, Oleiros",525€/mes,2 hab.,81 m²,a-coruna-provincia,Oleiros,2022-02-22
"Piso en calle Aldea Pedreira, 62, Padron",360€/mes,2 hab.,65 m²,a-coruna-provincia,Padron,2022-02-22
"Piso en calle Paz, 8, Portádego - Vilaboa Norte, Culleredo",490€/mes,3 hab.,51 m²,a-coruna-provincia,Culleredo,2022-02-22
"Piso en calle Ramón Cabanillas, 19, Cambre",650€/mes,3 hab.,95 m²,a-coruna-provincia,Cambre,2022-02-22
"Piso en calle Sinforiano López, 24, Falperra-Santa Lucía, A Coruña",870€/mes,3 hab.,100 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en calle das Tabaniscas, 44, San Lazaro - Meixonfrio, Santiago de Compostela",320€/mes,1 hab.,40 m²,a-coruna-provincia,Santiago de Compostela,2022-02-22
"Piso en calle Garda, 2, Alto del Castaño, Narón",440€/mes,2 hab.,85 m²,a-coruna-provincia,Narón,2022-02-22
"Ático en Almendra, Canido, Ferrol",500€/mes,3 hab.,90 m²,a-coruna-provincia,Ferrol,2022-02-22
"Piso en finisterre, 183, Sagrada Familia, A Coruña",950€/mes,4 hab.,180 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en avenida Fisterra, Arteixo",375€/mes,3 hab.,84 m²,a-coruna-provincia,Arteixo,2022-02-22
"Piso en calle bolivia, Juan Flórez-San Pablo, A Coruña",850€/mes,2 hab.,86 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en avenida Mugardos, 55, Ares",375€/mes,1 hab.,40 m²,a-coruna-provincia,Ares,2022-02-22
"Piso en avenida Chile, 9, Cuatro Caminos - Plaza de la Cubela, A Coruña",600€/mes,1 hab.,60 m²,a-coruna-provincia,A Coruña,2022-02-22
"Chalet adosado en Ramon Baltar, 29, Conxo, Santiago de Compostela",1.000€/mes,7 hab.,300 m²,a-coruna-provincia,Santiago de Compostela,2022-02-22
"Piso en manuel murguía, 36, Riazor - Los Rosales, A Coruña",1.150€/mes,3 hab.,110 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en calle Ponte, 13, Cuatro Caminos - Plaza de la Cubela, A Coruña",850€/mes,2 hab.,97 m²,a-coruna-provincia,A Coruña,2022-02-22
"Ático en SINFONICA DE GALICIA, s/n, Juan Flórez-San Pablo, A Coruña",1.300€/mes,2 hab.,100 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en calle Antonio Viñes, Os Mallos, A Coruña",500€/mes,1 hab.,53 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en avenida de Caión, Arteixo",500€/mes,2 hab.,87 m²,a-coruna-provincia,Arteixo,2022-02-22
"Piso en calle Emilia Pardo Bazán, Ensanche, A Coruña",900€/mes,2 hab.,87 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en avenida Pasaxe, Eirís, A Coruña",600€/mes,2 hab.,85 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en calle José Luis Pérez Cepeda, Juan Flórez-San Pablo, A Coruña",1.450€/mes,3 hab.,180 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en sol, Centro, Ferrol",450€/mes,2 hab.,90 m²,a-coruna-provincia,Ferrol,2022-02-22
"Piso en San Andres, 42, Monte Alto - Zalaeta - Atocha, A Coruña",1.300€/mes,3 hab.,157 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en Orzan, 59, Monte Alto - Zalaeta - Atocha, A Coruña",800€/mes,2 hab.,90 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en calle Félix Rodríguez de la Fuente, 21, Suevos-Pastoriza, Arteixo",700€/mes,3 hab.,100 m²,a-coruna-provincia,Arteixo,2022-02-22
"Casa o chalet independiente en calle de Xosé Couso, Castiñeiriño - Cruceiro do Sar, Santiago de Compostela",900€/mes,3 hab.,170 m²,a-coruna-provincia,Santiago de Compostela,2022-02-22
"Piso en Justicia, Monte Alto - Zalaeta - Atocha, A Coruña",700€/mes,2 hab.,73 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en Santo Tomas, Monte Alto - Zalaeta - Atocha, A Coruña",750€/mes,1 hab.,74 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en calle Illas Cíes, Mesoiro, A Coruña",650€/mes,3 hab.,102 m²,a-coruna-provincia,A Coruña,2022-02-22
"Dúplex en calle Manuel Azaña, Riazor - Los Rosales, A Coruña",800€/mes,3 hab.,90 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en avenida Mugardos, 55, Ares",300€/mes,1 hab.,40 m²,a-coruna-provincia,Ares,2022-02-22
"Casa o chalet independiente en calle belgrado, Elviña - A Zapateira, A Coruña",890€/mes,4 hab.,175 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en Cuento, 10, Monte Alto - Zalaeta - Atocha, A Coruña",600€/mes,2 hab.,75 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en Rosalía de Castro, s/n, Ensanche - Sar, Santiago de Compostela",1.200€/mes,3 hab.,95 m²,a-coruna-provincia,Santiago de Compostela,2022-02-22
"Piso en ronda de Montealto, Monte Alto - Zalaeta - Atocha, A Coruña",830€/mes,2 hab.,96 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en Enrique Mariñas, Someso - Matogrande, A Coruña",800€/mes,3 hab.,120 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en calle do Vilar, Casco Histórico, Santiago de Compostela",1.000€/mes,4 hab.,140 m²,a-coruna-provincia,Santiago de Compostela,2022-02-22
"Piso en SAN CARLOS, Ciudad Vieja - Centro, A Coruña",750€/mes,2 hab.,78 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en cidade bos aires, Arteixo",550€/mes,2 hab.,82 m²,a-coruna-provincia,Arteixo,2022-02-22
Dúplex en Cambre,650€/mes,3 hab.,135 m²,a-coruna-provincia,Dúplex en Cambre,2022-02-22
Piso en Pontedeume,550€/mes,3 hab.,96 m²,a-coruna-provincia,Piso en Pontedeume,2022-02-22
"Piso en calle Eladio Rodríguez González, Paseo de los Puentes-Santa Margarita, A Coruña",725€/mes,3 hab.,87 m²,a-coruna-provincia,A Coruña,2022-02-22
"Ático en Diego Bernal, Castiñeiriño - Cruceiro do Sar, Santiago de Compostela",650€/mes,3 hab.,87 m²,a-coruna-provincia,Santiago de Compostela,2022-02-22
"Piso en sinfonica de galicia, Juan Flórez-San Pablo, A Coruña",1.300€/mes,2 hab.,105 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en calle Bolivia, Juan Flórez-San Pablo, A Coruña",850€/mes,2 hab.,80 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en calle Rabazal, Miño",325€/mes,1 hab.,40 m²,a-coruna-provincia,Miño,2022-02-22
"Chalet en Mesoiro, A Coruña",1.000€/mes,5 hab.,325 m²,a-coruna-provincia,A Coruña,2022-02-22
"Ático en alcalde soto gonzalez, 9, Falperra-Santa Lucía, A Coruña",1.000€/mes,3 hab.,110 m²,a-coruna-provincia,A Coruña,2022-02-22
Casa o chalet independiente en Sada,1.800€/mes,5 hab.,515 m²,a-coruna-provincia,Casa o chalet independiente en Sada,2022-02-22
"Piso en Ensanche, A Coruña",750€/mes,1 hab.,68 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en Caranza, Ferrol",670€/mes,4 hab.,152 m²,a-coruna-provincia,Ferrol,2022-02-22
"Piso en calle O Canedo, 6, Elviña - A Zapateira, A Coruña",420€/mes,1 hab.,42 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en calle do Castro, 16, Ribeira",400€/mes,2 hab.,70 m²,a-coruna-provincia,Ribeira,2022-02-22
"Piso en calle PUENTE, Cuatro Caminos - Plaza de la Cubela, A Coruña",850€/mes,2 hab.,97 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en calle Sirena, Monte Alto - Zalaeta - Atocha, A Coruña",750€/mes,3 hab.,90 m²,a-coruna-provincia,A Coruña,2022-02-22
"Dúplex en calle Río Eume, 3, Piñeiros-Freixeiro, Narón",550€/mes,3 hab.,136 m²,a-coruna-provincia,Narón,2022-02-22
"Piso en avenida da Mahia, 79, Bertamirans, Ames",380€/mes,1 hab.,67 m²,a-coruna-provincia,Ames,2022-02-22
"Piso en Antón Vilar Ponte, Falperra-Santa Lucía, A Coruña",650€/mes,3 hab.,100 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en calle María Cagiao, Portádego - Vilaboa Norte, Culleredo",500€/mes,2 hab.,70 m²,a-coruna-provincia,Culleredo,2022-02-22
"Piso en calle Santiago Rey Fernández Latorre, Cuatro Caminos - Plaza de la Cubela, A Coruña",650€/mes,2 hab.,65 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en Cuatro Caminos - Plaza de la Cubela, A Coruña",900€/mes,2 hab.,79 m²,a-coruna-provincia,A Coruña,2022-02-22
"Dúplex en Piñeiros-Freixeiro, Narón",550€/mes,3 hab.,115 m²,a-coruna-provincia,Narón,2022-02-22
"Piso en calle Manuel Comellas, Ferrol Vello - Puerto, Ferrol",450€/mes,3 hab.,75 m²,a-coruna-provincia,Ferrol,2022-02-22
"Piso en SARDIÑEIRA, Os Mallos, A Coruña",500€/mes,3 hab.,100 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en calle de Amor Ruibal, 31, Castiñeiriño - Cruceiro do Sar, Santiago de Compostela",600€/mes,3 hab.,93 m²,a-coruna-provincia,Santiago de Compostela,2022-02-22
"Piso en avenida Rosalía de Castro, O Milladoiro, Ames",500€/mes,3 hab.,92 m²,a-coruna-provincia,Ames,2022-02-22
"Piso en Campus norte - S.Caetano, Santiago de Compostela",450€/mes,2 hab.,54 m²,a-coruna-provincia,Santiago de Compostela,2022-02-22
Piso en Pontedeume,350€/mes,3 hab.,100 m²,a-coruna-provincia,Piso en Pontedeume,2022-02-22
"Piso en Monte Alto - Zalaeta - Atocha, A Coruña",800€/mes,2 hab.,77 m²,a-coruna-provincia,A Coruña,2022-02-22
"Chalet pareado en Lugar de Pedreda, Padron",650€/mes,4 hab.,153 m²,a-coruna-provincia,Padron,2022-02-22
"Piso en calle Alcalde Jaime Hervada, 29, Agra del Orzán - Ventorrillo, A Coruña",700€/mes,3 hab.,90 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en calle Amargura, Ciudad Vieja - Centro, A Coruña",550€/mes,1 hab.,46 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en Monte Alto - Zalaeta - Atocha, A Coruña",1.300€/mes,2 hab.,157 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en Monte Alto - Zalaeta - Atocha, A Coruña",1.300€/mes,3 hab.,157 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en calle de Abaixo, 1, O Milladoiro, Ames",350€/mes,1 hab.,60 m²,a-coruna-provincia,Ames,2022-02-22
"Piso en calle San Francisco, 19, Ferrol Vello - Puerto, Ferrol",400€/mes,2 hab.,70 m²,a-coruna-provincia,Ferrol,2022-02-22
"Piso en calle Curros Enríquez, 13, Noia",380€/mes,2 hab.,80 m²,a-coruna-provincia,Noia,2022-02-22
"Piso en Obispo Romero de Lema, 75, Zas",300€/mes,3 hab.,100 m²,a-coruna-provincia,Zas,2022-02-22
"Piso en calle Luciano Yordi de Carricarte, 1, Someso - Matogrande, A Coruña",720€/mes,3 hab.,95 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en calle Cordelería, 17, Monte Alto - Zalaeta - Atocha, A Coruña",600€/mes,1 hab.,60 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en calle Perillana, Ensanche, A Coruña",520€/mes,1 hab.,40 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en avenida Alcalde Manuel Platas Varela, s/n, Oseiro, Arteixo",340€/mes,1 hab.,40 m²,a-coruna-provincia,Arteixo,2022-02-22
"Piso en plaza das Angustias, Noia",400€/mes,3 hab.,99 m²,a-coruna-provincia,Noia,2022-02-22
"Piso en Concheiros, Campus norte - S.Caetano, Santiago de Compostela",750€/mes,3 hab.,77 m²,a-coruna-provincia,Santiago de Compostela,2022-02-22
"Piso en calle A Coruña, 44, Centro, Ferrol",600€/mes,3 hab.,130 m²,a-coruna-provincia,Ferrol,2022-02-22
"Piso en avenida de Santa Cecilia, 134, A Malata - Catabois - Ciudad Jardín, Ferrol",300€/mes,3 hab.,85 m²,a-coruna-provincia,Ferrol,2022-02-22
"Piso en calle la Torre, 3, Monte Alto - Zalaeta - Atocha, A Coruña",800€/mes,3 hab.,95 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en calle Sofía Casanova, 14, Os Mallos, A Coruña",750€/mes,2 hab.,65 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en Monte Alto - Zalaeta - Atocha, A Coruña",950€/mes,2 hab.,70 m²,a-coruna-provincia,A Coruña,2022-02-22
"Casa de pueblo en Leiloio, 1, Malpica de Bergantiños",400€/mes,3 hab.,1.000 m²,a-coruna-provincia,Malpica de Bergantiños,2022-02-22
Piso en Fene,500€/mes,4 hab.,122 m²,a-coruna-provincia,Piso en Fene,2022-02-22
"Piso en calle Visitación de la Encina, Acea de Ama - O Burgo, Culleredo",500€/mes,2 hab.,65 m²,a-coruna-provincia,Culleredo,2022-02-22
"Piso en Vilaboa, Vilaboa Sur, Culleredo",475€/mes,1 hab.,45 m²,a-coruna-provincia,Culleredo,2022-02-22
"Piso en Ensanche, A Coruña",990€/mes,3 hab.,90 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en Juan Flórez-San Pablo, A Coruña",700€/mes,1 hab.,86 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en Ensanche - Sar, Santiago de Compostela",1.200€/mes,3 hab.,191 m²,a-coruna-provincia,Santiago de Compostela,2022-02-22
"Piso en calle Luciano Yordi de Carricarte, 5, Someso - Matogrande, A Coruña",650€/mes,2 hab.,70 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en Piñeiros-Freixeiro, Narón",300€/mes,3 hab.,90 m²,a-coruna-provincia,Narón,2022-02-22
Dúplex en Mugardos,450€/mes,3 hab.,106 m²,a-coruna-provincia,Dúplex en Mugardos,2022-02-22
"Piso en Alto del Castaño, Narón",450€/mes,2 hab.,70 m²,a-coruna-provincia,Narón,2022-02-22
"Piso en Ensanche, A Coruña",900€/mes,2 hab.,93 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en Zona Ultramar, Ferrol",425€/mes,3 hab.,88 m²,a-coruna-provincia,Ferrol,2022-02-22
"Piso en avenida PASTORIZA, 12, Suevos-Pastoriza, Arteixo",550€/mes,4 hab.,137 m²,a-coruna-provincia,Arteixo,2022-02-22
"Piso en plaza de Fuente Seoane, 1, Monte Alto - Zalaeta - Atocha, A Coruña",600€/mes,2 hab.,75 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en calle da Angustia, 25, Campus norte - S.Caetano, Santiago de Compostela",650€/mes,4 hab.,85 m²,a-coruna-provincia,Santiago de Compostela,2022-02-22
"Estudio en plaza Galicia, 4, Ensanche, A Coruña",475€/mes,32 m²,Planta 9ª exterior con ascensor,a-coruna-provincia,A Coruña,2022-02-22
"Piso en calle da Estrada, 88, Castiñeiriño - Cruceiro do Sar, Santiago de Compostela",550€/mes,1 hab.,45 m²,a-coruna-provincia,Santiago de Compostela,2022-02-22
"Piso en calle Emilio González López, 23, Riazor - Los Rosales, A Coruña",630€/mes,2 hab.,89 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en plaza de España, 29, Monte Alto - Zalaeta - Atocha, A Coruña",1.200€/mes,2 hab.,80 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en calle Cordelería, 27, Monte Alto - Zalaeta - Atocha, A Coruña",600€/mes,1 hab.,60 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en calle de Viena, 2, Concheiros - Fontiñas, Santiago de Compostela",600€/mes,2 hab.,60 m²,a-coruna-provincia,Santiago de Compostela,2022-02-22
"Piso en plaza de Galicia, 18, Alto del Castaño, Narón",450€/mes,3 hab.,113 m²,a-coruna-provincia,Narón,2022-02-22
"Piso en A Gándara, Narón",300€/mes,2 hab.,80 m²,a-coruna-provincia,Narón,2022-02-22
Piso en Betanzos,500€/mes,2 hab.,91 m²,a-coruna-provincia,Piso en Betanzos,2022-02-22
"Piso en calle Rey Abdullah, 12, Juan Flórez-San Pablo, A Coruña",950€/mes,3 hab.,97 m²,a-coruna-provincia,A Coruña,2022-02-22
"Estudio en calle Curros Enríquez, 13, Monte Alto - Zalaeta - Atocha, A Coruña",650€/mes,50 m²,Bajo exterior sin ascensor,a-coruna-provincia,A Coruña,2022-02-22
"Piso en calle Sinforiano López, 14, Falperra-Santa Lucía, A Coruña",510€/mes,1 hab.,51 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en calle Fernando Macías, 35, Juan Flórez-San Pablo, A Coruña",400€/mes,1 hab.,25 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en calle Luciano Yordi de Carricarte, 11, Someso - Matogrande, A Coruña",720€/mes,3 hab.,95 m²,a-coruna-provincia,A Coruña,2022-02-22
"Piso en calle Luis Pimentel, 3, A Gándara, Narón",300€/mes,2 hab.,85 m²,a-coruna-provincia,Narón,2022-02-22
"Piso en calle Sol, 117, Centro, Ferrol",500€/mes,1 hab.,84 m²,a-coruna-provincia,Ferrol,2022-02-22
"Piso en San Nicolas, Ciudad Vieja - Centro, A Coruña",750€/mes,1 hab.,45 m²,a-coruna-provincia,A Coruña,2022-02-22
