Title,Rental_Price,Rooms,m2,Province,Municipality,Date
"Piso en calle de Jordi de Sant Jordi, 13, El Congrés i els Indians, Barcelona",785€/mes,2 hab.,80 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en calle de Biscaia, El Congrés i els Indians, Barcelona",1.050€/mes,3 hab.,90 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en El Raval, Barcelona",625€/mes,2 hab.,53 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en calle de Montseny, Montornès del Vallès",1.050€/mes,3 hab.,95 m²,barcelona-provincia,Montornès del Vallès,2022-02-22
"Chalet adosado en Torrentó de Can Gelat, Santa Susanna",900€/mes,3 hab.,104 m²,barcelona-provincia,Santa Susanna,2022-02-22
"Piso en Pla d'En Boet, Mataró",841€/mes,4 hab.,102 m²,barcelona-provincia,Mataró,2022-02-22
"Piso en calle de les Mimoses, Sarrià, Barcelona",1.100€/mes,2 hab.,66 m²,barcelona-provincia,Barcelona,2022-02-22
"Chalet en calle Apenins, Mirasol, Sant Cugat del Vallès",1.800€/mes,4 hab.,330 m²,barcelona-provincia,Sant Cugat del Vallès,2022-02-22
"Piso en El Poblenou, Barcelona",1.340€/mes,2 hab.,65 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en Sant Crist, Badalona",850€/mes,3 hab.,70 m²,barcelona-provincia,Badalona,2022-02-22
"Dúplex en Ctra. Santpedor - Bases de Manresa, Manresa",1.090€/mes,2 hab.,130 m²,barcelona-provincia,Manresa,2022-02-22
"Piso en calle de Freixa, s/n, Sant Gervasi - Galvany, Barcelona",5.500€/mes,6 hab.,280 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en calle del Torrent de les Roses, 57, Pedralbes, Barcelona",1.100€/mes,2 hab.,55 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en Centre, Sitges",1.900€/mes,2 hab.,145 m²,barcelona-provincia,Sitges,2022-02-22
"Piso en calle de Sepúlveda, Sant Antoni, Barcelona",1.155€/mes,2 hab.,99 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en calle de Marià Ribas i Bertran, Via Europa - Parque Central, Mataró",905€/mes,3 hab.,80 m²,barcelona-provincia,Mataró,2022-02-22
"Piso en calle de los Castillejos, La Sagrada Família, Barcelona",4.604€/mes,2 hab.,55 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en calle del Taulat, El Poblenou, Barcelona",2.000€/mes,2 hab.,110 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en calle d'Entença, La Nova Esquerra de l'Eixample, Barcelona",1.015€/mes,2 hab.,65 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en calle de Mallorca, La Nova Esquerra de l'Eixample, Barcelona",1.250€/mes,4 hab.,103 m²,barcelona-provincia,Barcelona,2022-02-22
"Estudio en calle de Pau Alsina, La Salut, Barcelona",775€/mes,50 m²,Bajo exterior con ascensor,barcelona-provincia,Barcelona,2022-02-22
"Piso en calle de Calaf, Sant Gervasi - Galvany, Barcelona",2.100€/mes,4 hab.,122 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en avenida de Vallcarca, Vallcarca i els Penitents, Barcelona",1.050€/mes,4 hab.,85 m²,barcelona-provincia,Barcelona,2022-02-22
"Estudio en almirall churruca, La Barceloneta, Barcelona",576€/mes,24 m²,Bajo exterior con ascensor,barcelona-provincia,Barcelona,2022-02-22
"Piso en calle del Lleó, El Raval, Barcelona",825€/mes,1 hab.,50 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en calle del Príncep de Viana, 5, El Raval, Barcelona",1.250€/mes,1 hab.,55 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en calle de Craywinckel, El Putxet i el Farró, Barcelona",800€/mes,1 hab.,65 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en ronda de la Universitat, La Dreta de l'Eixample, Barcelona",2.300€/mes,2 hab.,80 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en travesía de gracia, El Baix Guinardó, Barcelona",1.200€/mes,3 hab.,95 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en plaza Església, Sant Adriá Nord, Sant Adriá de Besós",1.000€/mes,2 hab.,90 m²,barcelona-provincia,Sant Adriá de Besós,2022-02-22
"Piso en C/Tossa, Horta, Barcelona",798€/mes,2 hab.,68 m²,barcelona-provincia,Barcelona,2022-02-22
"Casa o chalet independiente en Torrent Ballester, Viladecans",1.200€/mes,3 hab.,247 m²,barcelona-provincia,Viladecans,2022-02-22
"Piso en gran via corts catalanes, El Fort Pienc, Barcelona",1.058€/mes,2 hab.,80 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en calle de Atenas, Sant Gervasi - Galvany, Barcelona",825€/mes,1 hab.,40 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en calle del Miño, Sant Gervasi - La Bonanova, Barcelona",825€/mes,1 hab.,40 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en calle de Vallirana, El Putxet i el Farró, Barcelona",825€/mes,1 hab.,40 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en avenida de Gaudí, La Sagrada Família, Barcelona",1.060€/mes,3 hab.,66 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en paseo Marítim, Centre, Pineda de Mar",600€/mes,1 hab.,50 m²,barcelona-provincia,Pineda de Mar,2022-02-22
"Piso en ronda de la Universitat, La Dreta de l'Eixample, Barcelona",2.500€/mes,2 hab.,94 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en rambla Las Ramblas, El Gòtic, Barcelona",1.800€/mes,3 hab.,200 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en calle de Fraga, Sant Andreu, Barcelona",945€/mes,3 hab.,89 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en calle de les Carolines, Vila de Gràcia, Barcelona",1.000€/mes,2 hab.,65 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en calle de Ricart, El Poble Sec - Parc de Montjuïc, Barcelona",1.200€/mes,1 hab.,45 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en rambla La, El Gòtic, Barcelona",1.800€/mes,3 hab.,200 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en calle de Xifré, El Camp de l'Arpa del Clot, Barcelona",1.175€/mes,3 hab.,103 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en Sant Adriá Nord, Sant Adriá de Besós",770€/mes,3 hab.,85 m²,barcelona-provincia,Sant Adriá de Besós,2022-02-22
"Piso en carretera barcelona, Eixample, Sabadell",950€/mes,3 hab.,85 m²,barcelona-provincia,Sabadell,2022-02-22
"Piso en Centre, Castelldefels",1.073€/mes,3 hab.,70 m²,barcelona-provincia,Castelldefels,2022-02-22
"Estudio en La Nova Esquerra de l'Eixample, Barcelona",775€/mes,70 m²,exterior con ascensor,barcelona-provincia,Barcelona,2022-02-22
Piso en Cardona,450€/mes,2 hab.,60 m²,barcelona-provincia,Piso en Cardona,2022-02-22
"Ático en calle de Bofarull, Navas, Barcelona",1.330€/mes,3 hab.,91 m²,barcelona-provincia,Barcelona,2022-02-22
"Dúplex en torrent salzer, Caldes de Montbui",850€/mes,4 hab.,138 m²,barcelona-provincia,Caldes de Montbui,2022-02-22
"Piso en paseo de Sant Joan, 48, El Fort Pienc, Barcelona",1.123€/mes,3 hab.,100 m²,barcelona-provincia,Barcelona,2022-02-22
"Dúplex en calle de Sant Bru, Casagemes, Badalona",1.300€/mes,4 hab.,113 m²,barcelona-provincia,Badalona,2022-02-22
"Piso en avenida bufalá, Bufalà, Badalona",950€/mes,4 hab.,109 m²,barcelona-provincia,Badalona,2022-02-22
"Chalet en Arxius, Sant Cugat del Vallès",2.900€/mes,4 hab.,350 m²,barcelona-provincia,Sant Cugat del Vallès,2022-02-22
"Piso en trobador, 41, El Guinardó, Barcelona",950€/mes,1 hab.,45 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en Once de Septiembre - Sant Jordi, El Prat de Llobregat",1.300€/mes,3 hab.,95 m²,barcelona-provincia,El Prat de Llobregat,2022-02-22
"Piso en Centre, Sitges",750€/mes,2 hab.,76 m²,barcelona-provincia,Sitges,2022-02-22
"Piso en avenida del Paral·lel, 99, El Poble Sec - Parc de Montjuïc, Barcelona",950€/mes,2 hab.,71 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en Diputacion, L'Antiga Esquerra de l'Eixample, Barcelona",1.200€/mes,2 hab.,57 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en calle de Calàbria, La Nova Esquerra de l'Eixample, Barcelona",1.000€/mes,1 hab.,100 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en avenida de Josep Vicenç Foix, Sarrià, Barcelona",3.300€/mes,4 hab.,180 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en ICARIA, La Vila Olímpica del Poblenou, Barcelona",1.850€/mes,2 hab.,100 m²,barcelona-provincia,Barcelona,2022-02-22
"Ático en MUNTADAS, Sants, Barcelona",1.050€/mes,1 hab.,80 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en calle de Roger de Flor, El Fort Pienc, Barcelona",790€/mes,1 hab.,60 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en calle Rocafort, La Nova Esquerra de l'Eixample, Barcelona",950€/mes,3 hab.,80 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en ribatallada, Centre - Estació, Sant Cugat del Vallès",1.200€/mes,4 hab.,110 m²,barcelona-provincia,Sant Cugat del Vallès,2022-02-22
"Piso en avenida Diagonal, La Dreta de l'Eixample, Barcelona",1.660€/mes,1 hab.,65 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en tarragones, Fontsanta, Cornellà de Llobregat",1.200€/mes,3 hab.,105 m²,barcelona-provincia,Cornellà de Llobregat,2022-02-22
"Ático en paseo garbi, Lluminetes, Castelldefels",1.590€/mes,5 hab.,130 m²,barcelona-provincia,Castelldefels,2022-02-22
"Piso en plaza de la Sardana, La Plana - Montesa, Esplugues de Llobregat",975€/mes,2 hab.,83 m²,barcelona-provincia,Esplugues de Llobregat,2022-02-22
"Piso en El Clot, Barcelona",1.290€/mes,2 hab.,65 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en RESIDÈNCIA, Sant Andreu, Barcelona",790€/mes,3 hab.,62 m²,barcelona-provincia,Barcelona,2022-02-22
"Chalet en Urbanizaciones, Mataró",1.800€/mes,6 hab.,425 m²,barcelona-provincia,Mataró,2022-02-22
"Piso en badalona, Sants, Barcelona",850€/mes,2 hab.,79 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en Poble Nou, Vilafranca del Penedès",670€/mes,2 hab.,75 m²,barcelona-provincia,Vilafranca del Penedès,2022-02-22
"Piso en calle de Casp, El Fort Pienc, Barcelona",1.350€/mes,3 hab.,86 m²,barcelona-provincia,Barcelona,2022-02-22
"Estudio en calle dels Corders, Sant Pere - Santa Caterina i la Ribera, Barcelona",800€/mes,30 m²,Planta 1ª exterior sin ascensor,barcelona-provincia,Barcelona,2022-02-22
"Piso en plaza de la Bonanova, Sant Gervasi - La Bonanova, Barcelona",2.400€/mes,4 hab.,187 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en Alcolea, Sants, Barcelona",880€/mes,3 hab.,87 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en MONTSERRAT, Centre, Hospitalet de Llobregat",814€/mes,3 hab.,69 m²,barcelona-provincia,Hospitalet de Llobregat,2022-02-22
"Piso en calle de la Providència, El Camp d'En Grassot i Gràcia Nova, Barcelona",1.000€/mes,3 hab.,97 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en calle de Sant Pere Més Alt, Sant Pere - Santa Caterina i la Ribera, Barcelona",950€/mes,1 hab.,45 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en calle de Sardenya, El Camp d'En Grassot i Gràcia Nova, Barcelona",2.400€/mes,4 hab.,72 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en calle del Turisme, 22, Calella",720€/mes,2 hab.,80 m²,barcelona-provincia,Calella,2022-02-22
"Piso en Vall, 12, Moià",500€/mes,3 hab.,82 m²,barcelona-provincia,Moià,2022-02-22
"Piso en ronda del Guinardó, El Baix Guinardó, Barcelona",1.100€/mes,4 hab.,79 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en calle de Picalquers, El Raval, Barcelona",750€/mes,2 hab.,50 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en Navarra, Centre, El Masnou",720€/mes,1 hab.,43 m²,barcelona-provincia,El Masnou,2022-02-22
"Piso en calle de Còrsega, L'Antiga Esquerra de l'Eixample, Barcelona",2.500€/mes,2 hab.,95 m²,barcelona-provincia,Barcelona,2022-02-22
"Chalet adosado en calle de la Indústria, Centre - Estació, Sant Cugat del Vallès",1.650€/mes,3 hab.,164 m²,barcelona-provincia,Sant Cugat del Vallès,2022-02-22
"Piso en calle de la Independència, El Camp de l'Arpa del Clot, Barcelona",1.500€/mes,4 hab.,116 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en Rambla, El Centre, Sabadell",1.100€/mes,3 hab.,116 m²,barcelona-provincia,Sabadell,2022-02-22
"Piso en avenida de Josep Tarradellas, Les Corts, Barcelona",1.303€/mes,1 hab.,90 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en Eduard Maristany, El Besòs, Barcelona",1.500€/mes,3 hab.,110 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en calle de Sardenya, El Baix Guinardó, Barcelona",1.048€/mes,4 hab.,92 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en calle de Benlliure, Fontetes-La Farigola, Cerdanyola del Vallès",758€/mes,3 hab.,65 m²,barcelona-provincia,Cerdanyola del Vallès,2022-02-22
"Piso en Gran Via del Mar-Zona Universitaria, Castelldefels",1.100€/mes,3 hab.,101 m²,barcelona-provincia,Castelldefels,2022-02-22
"Piso en calle dels Tiradors, 8, Sant Pere - Santa Caterina i la Ribera, Barcelona",705€/mes,1 hab.,35 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en calle de Santa Margarida i els Monjos, Sant Julià, Vilafranca del Penedès",630€/mes,1 hab.,55 m²,barcelona-provincia,Vilafranca del Penedès,2022-02-22
"Piso en calle del Comte d'Urgell, La Nova Esquerra de l'Eixample, Barcelona",775€/mes,2 hab.,50 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en Coll Favà - Can Magí, Sant Cugat del Vallès",1.100€/mes,2 hab.,65 m²,barcelona-provincia,Sant Cugat del Vallès,2022-02-22
"Piso en calle comte borell, 186, La Nova Esquerra de l'Eixample, Barcelona",1.900€/mes,3 hab.,80 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en carretera cornella, La Plana - Montesa, Esplugues de Llobregat",835€/mes,3 hab.,76 m²,barcelona-provincia,Esplugues de Llobregat,2022-02-22
"Piso en Sant Pere - Santa Caterina i la Ribera, Barcelona",1.300€/mes,2 hab.,70 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en Flassaders, Sant Pere - Santa Caterina i la Ribera, Barcelona",1.250€/mes,2 hab.,60 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en calle Ponent, Poblenou, Pineda de Mar",738€/mes,3 hab.,122 m²,barcelona-provincia,Pineda de Mar,2022-02-22
"Piso en La Dreta de l'Eixample, Barcelona",2.450€/mes,3 hab.,130 m²,barcelona-provincia,Barcelona,2022-02-22
"Estudio en calle de Piquer, 28, El Poble Sec - Parc de Montjuïc, Barcelona",815€/mes,30 m²,Planta 7ª exterior con ascensor,barcelona-provincia,Barcelona,2022-02-22
"Piso en calle de Roger de Flor, El Fort Pienc, Barcelona",790€/mes,1 hab.,50 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en calle del Vallespir, 157, Les Corts, Barcelona",900€/mes,3 hab.,60 m²,barcelona-provincia,Barcelona,2022-02-22
Piso en Callus,600€/mes,3 hab.,80 m²,barcelona-provincia,Piso en Callus,2022-02-22
"Piso en Sant Gervasi - La Bonanova, Barcelona",1.600€/mes,3 hab.,126 m²,barcelona-provincia,Barcelona,2022-02-22
"Casa o chalet independiente en La Teixonera, Barcelona",2.200€/mes,3 hab.,114 m²,barcelona-provincia,Barcelona,2022-02-22
"Casa o chalet independiente en La Floresta - Les Planes, Sant Cugat del Vallès",4.500€/mes,4 hab.,356 m²,barcelona-provincia,Sant Cugat del Vallès,2022-02-22
"Piso en calle d'Enric Granados, L'Antiga Esquerra de l'Eixample, Barcelona",1.700€/mes,2 hab.,100 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en calle del Priorat de Sant Pere, Pla de Sant Pere-Les Salines, Cubelles",2.500€/mes,3 hab.,110 m²,barcelona-provincia,Cubelles,2022-02-22
"Piso en Passatge de Flaugier, s/n, El Guinardó, Barcelona",729€/mes,2 hab.,48 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en calle d'en roig, El Raval, Barcelona",700€/mes,1 hab.,36 m²,barcelona-provincia,Barcelona,2022-02-22
"Casa o chalet independiente en calle de Paris, Castellet i la Gornal",2.300€/mes,6 hab.,300 m²,barcelona-provincia,Castellet i la Gornal,2022-02-22
"Piso en La Torrasa, Hospitalet de Llobregat",800€/mes,2 hab.,50 m²,barcelona-provincia,Hospitalet de Llobregat,2022-02-22
"Piso en calle del Berguedà, 11, Sant Vicenç de Castellet",559€/mes,2 hab.,80 m²,barcelona-provincia,Sant Vicenç de Castellet,2022-02-22
"Estudio en calle dels Corders, Sant Pere - Santa Caterina i la Ribera, Barcelona",800€/mes,33 m²,Planta 3ª exterior sin ascensor,barcelona-provincia,Barcelona,2022-02-22
"Piso en calle d'Aragó, 281, La Dreta de l'Eixample, Barcelona",900€/mes,1 hab.,40 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en paseo de Santa Eulàlia, 25, Sarrià, Barcelona",845€/mes,1 hab.,51 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en ronda del Guinardó, 4, La Salut, Barcelona",938€/mes,3 hab.,79 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en calle de la Marina, 287, La Sagrada Família, Barcelona",1.400€/mes,2 hab.,71 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en calle Font del Cargol, 56, La Roca del Vallès",875€/mes,2 hab.,70 m²,barcelona-provincia,La Roca del Vallès,2022-02-22
"Piso en Ctra. Vic - Remei, Manresa",550€/mes,1 hab.,58 m²,barcelona-provincia,Manresa,2022-02-22
"Piso en calle de París, 174, L'Antiga Esquerra de l'Eixample, Barcelona",1.600€/mes,3 hab.,74 m²,barcelona-provincia,Barcelona,2022-02-22
"Chalet adosado en calle de la Verge de la Paloma, 12, Creu de Barberà, Sabadell",795€/mes,3 hab.,83 m²,barcelona-provincia,Sabadell,2022-02-22
"Ático en Denia, Sant Gervasi - Galvany, Barcelona",1.100€/mes,4 hab.,97 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en calle de Villarroel, 31, Sant Antoni, Barcelona",1.050€/mes,2 hab.,75 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en rambla de l'Onze de Setembre, Sant Andreu, Barcelona",850€/mes,3 hab.,75 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en Gran Via del Mar-Zona Universitaria, Castelldefels",900€/mes,2 hab.,84 m²,barcelona-provincia,Castelldefels,2022-02-22
"Piso en travesía de Dalt, Barcelona, La Salut, Barcelona",630€/mes,1 hab.,28 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en calle de Cardona, Casc Antic, Vic",775€/mes,2 hab.,56 m²,barcelona-provincia,Vic,2022-02-22
"Piso en plaza de Josep Freixa i Argemí, Ca n'Aurell, Terrassa",1.350€/mes,5 hab.,159 m²,barcelona-provincia,Terrassa,2022-02-22
"Piso en calle de Valldoreix, La Salut, Barcelona",950€/mes,3 hab.,74 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en Can Rial, Esparreguera",600€/mes,1 hab.,45 m²,barcelona-provincia,Esparreguera,2022-02-22
"Chalet en Gran Via del Mar-Zona Universitaria, Castelldefels",1.200€/mes,2 hab.,77 m²,barcelona-provincia,Castelldefels,2022-02-22
"Piso en calle balmes, Sant Julià, Vilafranca del Penedès",712€/mes,3 hab.,85 m²,barcelona-provincia,Vilafranca del Penedès,2022-02-22
"Piso en calle de Roger de Flor, El Fort Pienc, Barcelona",725€/mes,1 hab.,50 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en calle de Vidal i de Valenciano, 3, El Poblenou, Barcelona",1.435€/mes,2 hab.,100 m²,barcelona-provincia,Barcelona,2022-02-22
"Chalet pareado en avenida Sofia, 42, Centre, Sitges",2.500€/mes,5 hab.,225 m²,barcelona-provincia,Sitges,2022-02-22
"Piso en La Dreta de l'Eixample, Barcelona",1.850€/mes,4 hab.,135 m²,barcelona-provincia,Barcelona,2022-02-22
"Ático en La Catalana, Sant Adriá de Besós",1.640€/mes,2 hab.,67 m²,barcelona-provincia,Sant Adriá de Besós,2022-02-22
"Piso en calle Córcega, 611, La Sagrada Família, Barcelona",950€/mes,2 hab.,75 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en Passatge de Nogués, 70, El Camp d'En Grassot i Gràcia Nova, Barcelona",700€/mes,1 hab.,50 m²,barcelona-provincia,Barcelona,2022-02-22
"Ático en Dolors Masferrer, 13, Les Corts, Barcelona",950€/mes,2 hab.,56 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en El Gòtic, Barcelona",1.150€/mes,2 hab.,105 m²,barcelona-provincia,Barcelona,2022-02-22
"Dúplex en calle san rafael, 14, El Raval, Barcelona",700€/mes,30 m²,Bajo exterior sin ascensor,barcelona-provincia,Barcelona,2022-02-22
"Piso en Francesc Moragas, Centre - Estació, Sant Cugat del Vallès",1.350€/mes,4 hab.,110 m²,barcelona-provincia,Sant Cugat del Vallès,2022-02-22
"Piso en avenida de Catalunya, Parets del Vallès",850€/mes,2 hab.,75 m²,barcelona-provincia,Parets del Vallès,2022-02-22
"Piso en calle Major de Sarrià, 53, Sarrià, Barcelona",1.000€/mes,4 hab.,91 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en El Putxet i el Farró, Barcelona",729€/mes,1 hab.,30 m²,barcelona-provincia,Barcelona,2022-02-22
"Dúplex en calle Hospital, Sant Feliù de Codines",575€/mes,4 hab.,93 m²,barcelona-provincia,Sant Feliù de Codines,2022-02-22
"Piso en calle del Montnegre, 9, Les Corts, Barcelona",1.600€/mes,4 hab.,90 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en avenida de la República Argentina, El Putxet i el Farró, Barcelona",1.250€/mes,4 hab.,96 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en calle de Ausias March, La Dreta de l'Eixample, Barcelona",1.700€/mes,5 hab.,208 m²,barcelona-provincia,Barcelona,2022-02-22
"Ático en Centre - Casco Antiguo, Sant Boi de Llobregat",785€/mes,2 hab.,50 m²,barcelona-provincia,Sant Boi de Llobregat,2022-02-22
"Estudio en Espronceda, Navas, Barcelona",740€/mes,70 m²,Planta 3ª exterior con ascensor,barcelona-provincia,Barcelona,2022-02-22
"Piso en calle Vilanova del Camí, 7, Santa Margarida de Montbui",550€/mes,2 hab.,75 m²,barcelona-provincia,Santa Margarida de Montbui,2022-02-22
"Piso en calle de Pujades, 207, El Poblenou, Barcelona",1.000€/mes,4 hab.,70 m²,barcelona-provincia,Barcelona,2022-02-22
"Dúplex en Les Botigues de Sitges, Sitges",1.550€/mes,2 hab.,105 m²,barcelona-provincia,Sitges,2022-02-22
"Casa o chalet independiente en Montmar, Castelldefels",2.300€/mes,5 hab.,210 m²,barcelona-provincia,Castelldefels,2022-02-22
"Chalet en La Plana - Bellsoleig, Sant Just Desvern",3.050€/mes,4 hab.,254 m²,barcelona-provincia,Sant Just Desvern,2022-02-22
"Piso en calle Balmes, Barcelona, 430, El Putxet i el Farró, Barcelona",1.300€/mes,3 hab.,114 m²,barcelona-provincia,Barcelona,2022-02-22
Piso en Monistrol de Montserrat,675€/mes,2 hab.,66 m²,barcelona-provincia,Piso en Monistrol de Montserrat,2022-02-22
"Piso en calle de l'Escultor Canet, 6, Sants - Badal, Barcelona",1.000€/mes,4 hab.,72 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en calle de Rubió i Balaguer, 7, La Vall d'Hebron - La Clota, Barcelona",950€/mes,3 hab.,80 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en avenida 11 de setembre, Marítim, Cubelles",1.300€/mes,2 hab.,76 m²,barcelona-provincia,Cubelles,2022-02-22
"Ático en calle Balmes, Sant Gervasi - Galvany, Barcelona",900€/mes,1 hab.,64 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en calle de la Diputació, 335, La Dreta de l'Eixample, Barcelona",1.800€/mes,4 hab.,85 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en calle Sant Jordi, 14, La Plana - Montesa, Esplugues de Llobregat",1.350€/mes,2 hab.,90 m²,barcelona-provincia,Esplugues de Llobregat,2022-02-22
"Piso en calle de Moragas, Sant Gervasi - La Bonanova, Barcelona",1.595€/mes,4 hab.,130 m²,barcelona-provincia,Barcelona,2022-02-22
"Ático en La Font d'En Fargues, Barcelona",1.500€/mes,3 hab.,105 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en calle del Llenguadoc, Sant Andreu, Barcelona",850€/mes,2 hab.,61 m²,barcelona-provincia,Barcelona,2022-02-22
"Dúplex en Eixample, Sabadell",900€/mes,3 hab.,110 m²,barcelona-provincia,Sabadell,2022-02-22
"Piso en Poble Nou, Manresa",1.250€/mes,4 hab.,230 m²,barcelona-provincia,Manresa,2022-02-22
"Piso en Sarrià, Barcelona",1.450€/mes,2 hab.,83 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en tiro, 6, Sant Genís Dels Agudells - Montbau, Barcelona",860€/mes,3 hab.,85 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en tiro, 2, Sant Genís Dels Agudells - Montbau, Barcelona",900€/mes,3 hab.,85 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en can portabella, Sant Andreu, Barcelona",950€/mes,2 hab.,70 m²,barcelona-provincia,Barcelona,2022-02-22
"Dúplex en calle de Cardona, Casc Antic, Vic",780€/mes,3 hab.,82 m²,barcelona-provincia,Vic,2022-02-22
"Piso en calle Amporda, s/n, Parets del Vallès",800€/mes,2 hab.,70 m²,barcelona-provincia,Parets del Vallès,2022-02-22
"Piso en rambla de Badal, 67, La Bordeta, Barcelona",790€/mes,1 hab.,65 m²,barcelona-provincia,Barcelona,2022-02-22
"Ático en calle de Cabanes, El Poble Sec - Parc de Montjuïc, Barcelona",1.200€/mes,3 hab.,60 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en Gran Via de les Corts Catalanes, Hostafrancs, Barcelona",1.100€/mes,4 hab.,95 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en calle de la Indústria, 131, La Sagrada Família, Barcelona",660€/mes,1 hab.,40 m²,barcelona-provincia,Barcelona,2022-02-22
"Dúplex en calle de Cristòfor Colom, 41, Centre, Mataró",850€/mes,3 hab.,83 m²,barcelona-provincia,Mataró,2022-02-22
Piso en Navarcles,750€/mes,4 hab.,144 m²,barcelona-provincia,Piso en Navarcles,2022-02-22
Casa o chalet independiente en Palau-Solità i Plegamans,1.800€/mes,3 hab.,113 m²,barcelona-provincia,Casa o chalet independiente en Palau-Solità i Plegamans,2022-02-22
"Dúplex en Pedralbes, Barcelona",3.900€/mes,4 hab.,220 m²,barcelona-provincia,Barcelona,2022-02-22
"Piso en Pedralbes, Barcelona",2.300€/mes,4 hab.,135 m²,barcelona-provincia,Barcelona,2022-02-22
