Title,Rental_Price,Rooms,m2,Province,Municipality,Date
"Piso en calle bolivia, Juan Flórez-San Pablo, A Coruña",850€/mes,2 hab.,86 m²,a-coruna-provincia,A Coruña,2022-02-19
"Piso en calle Sinforiano López, 14, Falperra-Santa Lucía, A Coruña",510€/mes,1 hab.,51 m²,a-coruna-provincia,A Coruña,2022-02-19
"Piso en calle Alcalde Jaime Hervada, 29, Agra del Orzán - Ventorrillo, A Coruña",700€/mes,3 hab.,90 m²,a-coruna-provincia,A Coruña,2022-02-19
"Piso en Cuatro Caminos - Plaza de la Cubela, A Coruña",900€/mes,2 hab.,79 m²,a-coruna-provincia,A Coruña,2022-02-19
"Piso en calle de Montero Ríos, 34, Ensanche - Sar, Santiago de Compostela",550€/mes,2 hab.,69 m²,a-coruna-provincia,Santiago de Compostela,2022-02-19
"Piso en calle Eladio Rodríguez González, Paseo de los Puentes-Santa Margarita, A Coruña",725€/mes,3 hab.,87 m²,a-coruna-provincia,A Coruña,2022-02-19
"Piso en Ciudad Vieja - Centro, A Coruña",650€/mes,3 hab.,75 m²,a-coruna-provincia,A Coruña,2022-02-19
"Piso en calle Manuel Azaña, 50, Riazor - Los Rosales, A Coruña",550€/mes,1 hab.,54 m²,a-coruna-provincia,A Coruña,2022-02-19
"Piso en avenida de Santa Cecilia, 134, A Malata - Catabois - Ciudad Jardín, Ferrol",300€/mes,3 hab.,85 m²,a-coruna-provincia,Ferrol,2022-02-19
"Piso en avenida DE LA MAHIA, 34, Bertamirans, Ames",450€/mes,3 hab.,123 m²,a-coruna-provincia,Ames,2022-02-19
"Dúplex en Piñeiros-Freixeiro, Narón",550€/mes,3 hab.,115 m²,a-coruna-provincia,Narón,2022-02-19
"Piso en Obispo Romero de Lema, 75, Zas",300€/mes,3 hab.,100 m²,a-coruna-provincia,Zas,2022-02-19
"Piso en calle San Isidoro, Sagrada Familia, A Coruña",500€/mes,3 hab.,75 m²,a-coruna-provincia,A Coruña,2022-02-19
"Piso en calle Emilio González López, 23, Riazor - Los Rosales, A Coruña",630€/mes,2 hab.,89 m²,a-coruna-provincia,A Coruña,2022-02-19
"Casa o chalet independiente en Lañas, 5, Loureda-Lañas-Barrañán, Arteixo",500€/mes,1 hab.,40 m²,a-coruna-provincia,Arteixo,2022-02-19
"Casa o chalet independiente en calle belgrado, Elviña - A Zapateira, A Coruña",890€/mes,4 hab.,175 m²,a-coruna-provincia,A Coruña,2022-02-19
"Piso en avenida Portadego, 4, Portádego - Vilaboa Norte, Culleredo",460€/mes,1 hab.,45 m²,a-coruna-provincia,Culleredo,2022-02-19
"Piso en calle la Torre, 3, Monte Alto - Zalaeta - Atocha, A Coruña",800€/mes,3 hab.,95 m²,a-coruna-provincia,A Coruña,2022-02-19
"Ático en alcalde soto gonzalez, 9, Falperra-Santa Lucía, A Coruña",1.000€/mes,3 hab.,110 m²,a-coruna-provincia,A Coruña,2022-02-19
"Piso en Cuento, 10, Monte Alto - Zalaeta - Atocha, A Coruña",600€/mes,2 hab.,75 m²,a-coruna-provincia,A Coruña,2022-02-19
"Piso en calle Campo do Sacramento, 55, Cee",300€/mes,2 hab.,60 m²,a-coruna-provincia,Cee,2022-02-19
"Piso en avenida da Mahia, 79, Bertamirans, Ames",380€/mes,1 hab.,67 m²,a-coruna-provincia,Ames,2022-02-19
"Piso en calle Sofía Casanova, 14, Os Mallos, A Coruña",750€/mes,2 hab.,65 m²,a-coruna-provincia,A Coruña,2022-02-19
"Piso en calle de Amor Ruibal, 31, Castiñeiriño - Cruceiro do Sar, Santiago de Compostela",600€/mes,3 hab.,93 m²,a-coruna-provincia,Santiago de Compostela,2022-02-19
"Piso en plaza de España, 29, Monte Alto - Zalaeta - Atocha, A Coruña",1.200€/mes,2 hab.,80 m²,a-coruna-provincia,A Coruña,2022-02-19
"Piso en Monte Alto - Zalaeta - Atocha, A Coruña",1.300€/mes,3 hab.,157 m²,a-coruna-provincia,A Coruña,2022-02-19
"Piso en sinfonica de galicia, Juan Flórez-San Pablo, A Coruña",1.300€/mes,2 hab.,105 m²,a-coruna-provincia,A Coruña,2022-02-19
"Piso en calle José Luis Pérez Cepeda, Juan Flórez-San Pablo, A Coruña",1.450€/mes,3 hab.,180 m²,a-coruna-provincia,A Coruña,2022-02-19
"Piso en calle Luis Pimentel, 3, A Gándara, Narón",300€/mes,2 hab.,85 m²,a-coruna-provincia,Narón,2022-02-19
"Piso en sol, Centro, Ferrol",450€/mes,2 hab.,90 m²,a-coruna-provincia,Ferrol,2022-02-19
"Piso en Rosalía de Castro, s/n, Ensanche - Sar, Santiago de Compostela",1.200€/mes,3 hab.,95 m²,a-coruna-provincia,Santiago de Compostela,2022-02-19
"Piso en calle Visitación de la Encina, Acea de Ama - O Burgo, Culleredo",500€/mes,2 hab.,65 m²,a-coruna-provincia,Culleredo,2022-02-19
"Piso en San Nicolas, Ciudad Vieja - Centro, A Coruña",750€/mes,1 hab.,45 m²,a-coruna-provincia,A Coruña,2022-02-19
"Piso en Maria Pita, Ciudad Vieja - Centro, A Coruña",1.050€/mes,2 hab.,79 m²,a-coruna-provincia,A Coruña,2022-02-19
"Piso en calle Sánchez Bregua, Ensanche, A Coruña",2.200€/mes,3 hab.,160 m²,a-coruna-provincia,A Coruña,2022-02-19
"Piso en calle do Pintor Xaime Quesada, 1, Castiñeiriño - Cruceiro do Sar, Santiago de Compostela",510€/mes,1 hab.,45 m²,a-coruna-provincia,Santiago de Compostela,2022-02-19
"Piso en calle de Montero Ríos, Ensanche - Sar, Santiago de Compostela",1.100€/mes,4 hab.,120 m²,a-coruna-provincia,Santiago de Compostela,2022-02-19
"Piso en Ría de ferrol, Arteixo",750€/mes,4 hab.,96 m²,a-coruna-provincia,Arteixo,2022-02-19
"Piso en As corzas, Mugardos",350€/mes,2 hab.,68 m²,a-coruna-provincia,Mugardos,2022-02-19
"Piso en calle Ramón y Cajal, 7, Cuatro Caminos - Plaza de la Cubela, A Coruña",750€/mes,3 hab.,120 m²,a-coruna-provincia,A Coruña,2022-02-19
"Piso en avenida Chile, 9, Cuatro Caminos - Plaza de la Cubela, A Coruña",600€/mes,1 hab.,60 m²,a-coruna-provincia,A Coruña,2022-02-19
"Chalet adosado en Ramon Baltar, 29, Conxo, Santiago de Compostela",1.000€/mes,7 hab.,300 m²,a-coruna-provincia,Santiago de Compostela,2022-02-19
"Piso en plaza de pontevedra, 7, Ensanche, A Coruña",1.395€/mes,3 hab.,128 m²,a-coruna-provincia,A Coruña,2022-02-19
Piso en Pontedeume,350€/mes,3 hab.,100 m²,a-coruna-provincia,Piso en Pontedeume,2022-02-19
"Piso en plaza Ángel Ron, Juan Flórez-San Pablo, A Coruña",1.300€/mes,3 hab.,92 m²,a-coruna-provincia,A Coruña,2022-02-19
"Piso en ronda Outeiro, Los Castros - Castrillón, A Coruña",650€/mes,3 hab.,102 m²,a-coruna-provincia,A Coruña,2022-02-19
"Piso en plaza Francisco Prego, 2, Falperra-Santa Lucía, A Coruña",800€/mes,2 hab.,77 m²,a-coruna-provincia,A Coruña,2022-02-19
"Piso en avenida Pasaxe, Eirís, A Coruña",600€/mes,2 hab.,85 m²,a-coruna-provincia,A Coruña,2022-02-19
"Piso en Orzan, 59, Monte Alto - Zalaeta - Atocha, A Coruña",800€/mes,2 hab.,90 m²,a-coruna-provincia,A Coruña,2022-02-19
"Piso en Justicia, Monte Alto - Zalaeta - Atocha, A Coruña",700€/mes,2 hab.,73 m²,a-coruna-provincia,A Coruña,2022-02-19
"Piso en Montero Rios, 4, Ensanche - Sar, Santiago de Compostela",1.000€/mes,4 hab.,120 m²,a-coruna-provincia,Santiago de Compostela,2022-02-19
"Piso en Santo Tomas, Monte Alto - Zalaeta - Atocha, A Coruña",750€/mes,1 hab.,74 m²,a-coruna-provincia,A Coruña,2022-02-19
"Piso en calle Illas Cíes, Mesoiro, A Coruña",650€/mes,3 hab.,102 m²,a-coruna-provincia,A Coruña,2022-02-19
"Piso en calle Santiago Rey Fernández Latorre, Cuatro Caminos - Plaza de la Cubela, A Coruña",650€/mes,2 hab.,65 m²,a-coruna-provincia,A Coruña,2022-02-19
"Piso en paseo de ronda, Riazor - Los Rosales, A Coruña",590€/mes,2 hab.,65 m²,a-coruna-provincia,A Coruña,2022-02-19
"Piso en avenida Mugardos, 55, Ares",300€/mes,1 hab.,40 m²,a-coruna-provincia,Ares,2022-02-19
"Piso en falperra, Falperra-Santa Lucía, A Coruña",800€/mes,3 hab.,130 m²,a-coruna-provincia,A Coruña,2022-02-19
"Piso en SAN CARLOS, Ciudad Vieja - Centro, A Coruña",750€/mes,2 hab.,78 m²,a-coruna-provincia,A Coruña,2022-02-19
"Piso en cidade bos aires, Arteixo",550€/mes,2 hab.,82 m²,a-coruna-provincia,Arteixo,2022-02-19
Piso en Pontedeume,350€/mes,3 hab.,107 m²,a-coruna-provincia,Piso en Pontedeume,2022-02-19
Piso en Betanzos,500€/mes,2 hab.,91 m²,a-coruna-provincia,Piso en Betanzos,2022-02-19
"Piso en calle Juan de Ciorraga, Someso - Matogrande, A Coruña",575€/mes,2 hab.,85 m²,a-coruna-provincia,A Coruña,2022-02-19
"Ático en Diego Bernal, Castiñeiriño - Cruceiro do Sar, Santiago de Compostela",650€/mes,3 hab.,87 m²,a-coruna-provincia,Santiago de Compostela,2022-02-19
"Piso en calle Bolivia, Juan Flórez-San Pablo, A Coruña",850€/mes,2 hab.,80 m²,a-coruna-provincia,A Coruña,2022-02-19
"Piso en avenida Vilaboa, Portádego - Vilaboa Norte, Culleredo",600€/mes,3 hab.,82 m²,a-coruna-provincia,Culleredo,2022-02-19
"Chalet en Mesoiro, A Coruña",1.000€/mes,5 hab.,325 m²,a-coruna-provincia,A Coruña,2022-02-19
Casa o chalet independiente en Sada,1.800€/mes,5 hab.,515 m²,a-coruna-provincia,Casa o chalet independiente en Sada,2022-02-19
"Piso en calle Concepción Arenal, 50, Centro, Ferrol",385€/mes,2 hab.,99 m²,a-coruna-provincia,Ferrol,2022-02-19
"Piso en Ensanche, A Coruña",750€/mes,1 hab.,68 m²,a-coruna-provincia,A Coruña,2022-02-19
"Piso en Caranza, Ferrol",670€/mes,4 hab.,152 m²,a-coruna-provincia,Ferrol,2022-02-19
"Piso en Antón Vilar Ponte, Falperra-Santa Lucía, A Coruña",650€/mes,3 hab.,100 m²,a-coruna-provincia,A Coruña,2022-02-19
"Dúplex en avenida Barcelona, 27, Campus sur - Santa Marta, Santiago de Compostela",900€/mes,2 hab.,91 m²,a-coruna-provincia,Santiago de Compostela,2022-02-19
"Piso en calle Novoa Santos, 16, Cuatro Caminos - Plaza de la Cubela, A Coruña",700€/mes,3 hab.,72 m²,a-coruna-provincia,A Coruña,2022-02-19
"Piso en calle María Cagiao, Portádego - Vilaboa Norte, Culleredo",500€/mes,2 hab.,70 m²,a-coruna-provincia,Culleredo,2022-02-19
"Casa o chalet independiente en Espíritu Santo, 1, Campus norte - S.Caetano, Santiago de Compostela",1.800€/mes,2 hab.,400 m²,a-coruna-provincia,Santiago de Compostela,2022-02-19
"Piso en calle Manuel Comellas, Ferrol Vello - Puerto, Ferrol",450€/mes,3 hab.,75 m²,a-coruna-provincia,Ferrol,2022-02-19
"Piso en plaza de pontevedra, Ensanche, A Coruña",700€/mes,1 hab.,85 m²,a-coruna-provincia,A Coruña,2022-02-19
"Piso en travesía da Poza, Campus sur - Santa Marta, Santiago de Compostela",420€/mes,1 hab.,40 m²,a-coruna-provincia,Santiago de Compostela,2022-02-19
"Piso en Vilaboa, Vilaboa Sur, Culleredo",475€/mes,1 hab.,45 m²,a-coruna-provincia,Culleredo,2022-02-19
"Piso en Nicaragua, 6, Juan Flórez-San Pablo, A Coruña",800€/mes,2 hab.,86 m²,a-coruna-provincia,A Coruña,2022-02-19
"Piso en Ensanche, A Coruña",990€/mes,3 hab.,90 m²,a-coruna-provincia,A Coruña,2022-02-19
"Piso en calle do Castrón Douro, Ensanche - Sar, Santiago de Compostela",500€/mes,2 hab.,59 m²,a-coruna-provincia,Santiago de Compostela,2022-02-19
"Piso en Ensanche - Sar, Santiago de Compostela",1.200€/mes,3 hab.,191 m²,a-coruna-provincia,Santiago de Compostela,2022-02-19
"Piso en calle Amargura, Ciudad Vieja - Centro, A Coruña",550€/mes,1 hab.,46 m²,a-coruna-provincia,A Coruña,2022-02-19
"Piso en calle Luciano Yordi de Carricarte, 5, Someso - Matogrande, A Coruña",650€/mes,2 hab.,70 m²,a-coruna-provincia,A Coruña,2022-02-19
"Piso en Parque Floreal, 1, Cedeira",250€/mes,1 hab.,32 m²,a-coruna-provincia,Cedeira,2022-02-19
"Piso en Monte Alto - Zalaeta - Atocha, A Coruña",1.300€/mes,2 hab.,157 m²,a-coruna-provincia,A Coruña,2022-02-19
"Piso en Centro, Ferrol",600€/mes,2 hab.,86 m²,a-coruna-provincia,Ferrol,2022-02-19
"Piso en calle Cordelería, 17, Monte Alto - Zalaeta - Atocha, A Coruña",600€/mes,1 hab.,60 m²,a-coruna-provincia,A Coruña,2022-02-19
"Piso en avenida PASTORIZA, 12, Suevos-Pastoriza, Arteixo",550€/mes,4 hab.,137 m²,a-coruna-provincia,Arteixo,2022-02-19
"Piso en Concheiros, Campus norte - S.Caetano, Santiago de Compostela",750€/mes,3 hab.,77 m²,a-coruna-provincia,Santiago de Compostela,2022-02-19
"Piso en calle A Coruña, 44, Centro, Ferrol",600€/mes,3 hab.,130 m²,a-coruna-provincia,Ferrol,2022-02-19
"Piso en Monte Alto - Zalaeta - Atocha, A Coruña",950€/mes,2 hab.,70 m²,a-coruna-provincia,A Coruña,2022-02-19
"Piso en calle de Viena, 2, Concheiros - Fontiñas, Santiago de Compostela",600€/mes,2 hab.,60 m²,a-coruna-provincia,Santiago de Compostela,2022-02-19
"Piso en plaza de Galicia, 18, Alto del Castaño, Narón",450€/mes,3 hab.,113 m²,a-coruna-provincia,Narón,2022-02-19
"Piso en calle vigia, 4, Monte Alto - Zalaeta - Atocha, A Coruña",500€/mes,1 hab.,35 m²,a-coruna-provincia,A Coruña,2022-02-19
"Piso en San Lázaro, San Lazaro - Meixonfrio, Santiago de Compostela",470€/mes,2 hab.,70 m²,a-coruna-provincia,Santiago de Compostela,2022-02-19
"Piso en calle RÚA DA QUEIMADA, San Lazaro - Meixonfrio, Santiago de Compostela",550€/mes,2 hab.,62 m²,a-coruna-provincia,Santiago de Compostela,2022-02-19
"Piso en calle Arzobispo Gelmírez, 11, Monte Alto - Zalaeta - Atocha, A Coruña",800€/mes,2 hab.,89 m²,a-coruna-provincia,A Coruña,2022-02-19
"Piso en plaza Agramar, 3, Perillo, Oleiros",550€/mes,3 hab.,90 m²,a-coruna-provincia,Oleiros,2022-02-19
"Piso en avenida da Constitución, 7, Boiro",300€/mes,1 hab.,50 m²,a-coruna-provincia,Boiro,2022-02-19
Piso en Fene,500€/mes,4 hab.,122 m²,a-coruna-provincia,Piso en Fene,2022-02-19
"Piso en calle Cordeleria, 27, Monte Alto - Zalaeta - Atocha, A Coruña",450€/mes,1 hab.,40 m²,a-coruna-provincia,A Coruña,2022-02-19
"Piso en San Rosendo, Os Mallos, A Coruña",450€/mes,2 hab.,62 m²,a-coruna-provincia,A Coruña,2022-02-19
"Piso en calle dos Feáns, Campus sur - Santa Marta, Santiago de Compostela",450€/mes,1 hab.,45 m²,a-coruna-provincia,Santiago de Compostela,2022-02-19
"Piso en Ensanche, A Coruña",900€/mes,2 hab.,93 m²,a-coruna-provincia,A Coruña,2022-02-19
"Piso en Zona Ultramar, Ferrol",425€/mes,3 hab.,88 m²,a-coruna-provincia,Ferrol,2022-02-19
"Piso en calle Hórreos, 4, Arteixo",450€/mes,2 hab.,80 m²,a-coruna-provincia,Arteixo,2022-02-19
"Estudio en calle de San Pedro, 20, Concheiros - Fontiñas, Santiago de Compostela",350€/mes,45 m²,Planta 1ª exterior sin ascensor,a-coruna-provincia,Santiago de Compostela,2022-02-19
"Piso en calle Ignacio Martell, 12, Canido, Ferrol",350€/mes,3 hab.,85 m²,a-coruna-provincia,Ferrol,2022-02-19
"Piso en calle Bolivia, 2, Ensanche, A Coruña",850€/mes,2 hab.,95 m²,a-coruna-provincia,A Coruña,2022-02-19
"Piso en calle Canido, 10, Malpica de Bergantiños",350€/mes,2 hab.,80 m²,a-coruna-provincia,Malpica de Bergantiños,2022-02-19
"Piso en calle San Agustín, 3, Ciudad Vieja - Centro, A Coruña",850€/mes,2 hab.,82 m²,a-coruna-provincia,A Coruña,2022-02-19
"Piso en calle Fonte da Greza, 29, Caranza, Ferrol",350€/mes,1 hab.,70 m²,a-coruna-provincia,Ferrol,2022-02-19
"Piso en calle Marqués de Santa Cruz, 6, Caranza, Ferrol",450€/mes,3 hab.,85 m²,a-coruna-provincia,Ferrol,2022-02-19
"Piso en ronda Barcelona, 86, Agra del Orzán - Ventorrillo, A Coruña",525€/mes,3 hab.,80 m²,a-coruna-provincia,A Coruña,2022-02-19
"Piso en A Gándara, Narón",300€/mes,2 hab.,80 m²,a-coruna-provincia,Narón,2022-02-19
"Piso en avenida Peruleiro, 35, Riazor - Los Rosales, A Coruña",610€/mes,3 hab.,100 m²,a-coruna-provincia,A Coruña,2022-02-19
"Piso en calle pinemar, 7, Cabanas",500€/mes,3 hab.,110 m²,a-coruna-provincia,Cabanas,2022-02-19
"Piso en calle Fernando Macías, 35, Juan Flórez-San Pablo, A Coruña",400€/mes,1 hab.,25 m²,a-coruna-provincia,A Coruña,2022-02-19
"Piso en calle Luciano Yordi de Carricarte, 11, Someso - Matogrande, A Coruña",720€/mes,3 hab.,95 m²,a-coruna-provincia,A Coruña,2022-02-19
"Piso en calle Sol, 117, Centro, Ferrol",500€/mes,1 hab.,84 m²,a-coruna-provincia,Ferrol,2022-02-19
"Piso en calle Cordelería, 27, Monte Alto - Zalaeta - Atocha, A Coruña",600€/mes,1 hab.,60 m²,a-coruna-provincia,A Coruña,2022-02-19
"Piso en calle Arquitecto Fernando Casas Novoa, 5, Arteixo",450€/mes,1 hab.,44 m²,a-coruna-provincia,Arteixo,2022-02-19
"Piso en calle Alfonso Daniel Rodríguez Castelao, 10, Carballo",450€/mes,3 hab.,100 m²,a-coruna-provincia,Carballo,2022-02-19
"Piso en calle Víctor Velasco, 4, Carral",430€/mes,1 hab.,50 m²,a-coruna-provincia,Carral,2022-02-19
"Piso en Paseo de los Puentes-Santa Margarita, A Coruña",400€/mes,1 hab.,50 m²,a-coruna-provincia,A Coruña,2022-02-19
Piso en Fene,450€/mes,2 hab.,78 m²,a-coruna-provincia,Piso en Fene,2022-02-19
"Piso en A Gándara, Narón",330€/mes,3 hab.,80 m²,a-coruna-provincia,Narón,2022-02-19
"Piso en HERRERIA, Casco Viejo, Vitoria-Gasteiz",750€/mes,1 hab.,45 m²,alava,Vitoria-Gasteiz,2022-02-19
"Chalet en Zona rural suroeste, Vitoria-Gasteiz",3.000€/mes,4 hab.,177 m²,alava,Vitoria-Gasteiz,2022-02-19
"Estudio en calle Vitoria, 12, Llodio",450€/mes,75 m²,Bajo exterior sin ascensor,alava,Llodio,2022-02-19
"Piso en avenida Gasteiz, 24, Lovaina - Aranzabal, Vitoria-Gasteiz",1.300€/mes,4 hab.,150 m²,alava,Vitoria-Gasteiz,2022-02-19
"Piso en calle Pamplona-Iruñea, Lakua, Vitoria-Gasteiz",750€/mes,2 hab.,75 m²,alava,Vitoria-Gasteiz,2022-02-19
"Piso en Zumakadi Ibilbidea, Adurtza, Vitoria-Gasteiz",750€/mes,2 hab.,68 m²,alava,Vitoria-Gasteiz,2022-02-19
"Piso en Centro, Vitoria-Gasteiz",975€/mes,3 hab.,95 m²,alava,Vitoria-Gasteiz,2022-02-19
"Piso en Florida, 46, Centro, Vitoria-Gasteiz",775€/mes,2 hab.,55 m²,alava,Vitoria-Gasteiz,2022-02-19
"Ático en calle Foru, 31, Centro, Vitoria-Gasteiz",725€/mes,1 hab.,50 m²,alava,Vitoria-Gasteiz,2022-02-19
"Piso en calle Manuel Iradier, 90, Centro, Vitoria-Gasteiz",850€/mes,3 hab.,111 m²,alava,Vitoria-Gasteiz,2022-02-19
"Piso en calle Puerto Rico, El Pilar, Vitoria-Gasteiz",745€/mes,3 hab.,60 m²,alava,Vitoria-Gasteiz,2022-02-19
"Piso en paseo de la Florida, 3, Centro, Vitoria-Gasteiz",1.700€/mes,4 hab.,141 m²,alava,Vitoria-Gasteiz,2022-02-19
